iteration,x1,x2,f_value
0,1.0,2.0,7.0
1,0.6,1.5,3.51
2,0.32999999999999996,1.14,1.7846999999999997
3,0.14999999999999997,0.8789999999999999,0.9269909999999998
4,0.032099999999999976,0.6881999999999999,0.4967408699999999
5,-0.04314000000000001,0.5473499999999999,0.2778404030999999
6,-0.08924699999999999,0.4421939999999999,0.16403607272699994
7,-0.11561699999999998,0.36267989999999994,0.10297203855470996
8,-0.12876158999999998,0.30170561999999995,0.06875773285577667
9,-0.13317983399999997,0.2542406549999999,0.04851545061014528
10,-0.13196793269999996,0.21671050739999995,0.03578014162273111
11,-0.12724539689999997,0.18656519918999995,0.027258401762383783
12,-0.12045283743899997,0.16197669904199996,0.02123478408103694
13,-0.11255993985539997,0.14162664297749997,0.016786359645857903
14,-0.10421061618206998,0.12455730836753998,0.013394181737851708
15,-0.09582422378240998,0.11006690831223898,0.010749930115766219
16,-0.08766606985715189,0.09763594902803217,0.008658758418742741
17,-0.07989645078852473,0.08687536620814093,0.006989738681417953
18,-0.07260469725163388,0.07748993804536522,0.005649999069444344
19,-0.06583275160584362,0.06925242016145557,0.0045707715076228625
20,-0.05959144330082045,0.061985211289748814,0.0036995183292472603
21,-0.05387167576963124,0.055547313361881095,0.0029952346166459243
22,-0.048652071951893104,0.049825018266468,0.0024254661767614642
23,-0.04390415938816128,0.04472522180836371,0.0019642974104431355
24,-0.0395958496913654,0.040170593385507096,0.0015909191080194516
25,-0.03569373909164303,0.03609605967754222,0.0012885651982204064
26,-0.03216459724106865,0.03244622165119808,0.0010436989637136083
27,-0.028976299957974724,0.029173437045065326,0.0008453771256540113
28,-0.02609838367088631,0.026236379631849733,0.0006847461446522835
29,-0.023502344899894022,0.023598942072568418,0.0005546398068758915
30,-0.02116177012717206,0.021229388148044134,0.0004492560041261676
31,-0.01905235491654206,0.019099687531152515,0.0003638962660149766
32,-0.0171518526863489,0.01718498551657622,0.0002947554377817936
33,-0.015439980700736742,0.015463173681895865,0.0002387516411349875
