iteration,x1,x2,f_value
148,-0.4999999999999932,1.0,0.75
149,-0.49999999999999456,1.0,0.75
150,-0.49999999999999567,1.0,0.75
151,-0.49999999999999656,1.0,0.75
152,-0.4999999999999972,1.0,0.75
153,-0.4999999999999978,1.0,0.75
154,-0.4999999999999982,1.0,0.75
155,-0.49999999999999856,1.0,0.75
156,-0.49999999999999883,1.0,0.75
157,-0.49999999999999906,1.0,0.75
158,-0.4999999999999992,1.0,0.75
159,-0.4999999999999994,1.0,0.75
160,-0.4999999999999995,1.0,0.75
161,-0.4999999999999996,1.0,0.75
162,-0.49999999999999967,1.0,0.75
163,-0.4999999999999997,1.0,0.75
164,-0.4999999999999998,1.0,0.75
165,-0.49999999999999983,1.0,0.75
166,-0.4999999999999999,1.0,0.75
167,-0.4999999999999999,1.0,0.75
168,-0.4999999999999999,1.0,0.75
169,-0.4999999999999999,1.0,0.75
170,-0.4999999999999999,1.0,0.75
171,-0.4999999999999999,1.0,0.75
172,-0.4999999999999999,1.0,0.75
173,-0.4999999999999999,1.0,0.75
174,-0.4999999999999999,1.0,0.75
175,-0.4999999999999999,1.0,0.75
176,-0.4999999999999999,1.0,0.75
177,-0.4999999999999999,1.0,0.75
178,-0.4999999999999999,1.0,0.75
179,-0.4999999999999999,1.0,0.75
180,-0.4999999999999999,1.0,0.75
181,-0.4999999999999999,1.0,0.75
182,-0.4999999999999999,1.0,0.75
183,-0.4999999999999999,1.0,0.75
184,-0.4999999999999999,1.0,0.75
185,-0.4999999999999999,1.0,0.75
186,-0.4999999999999999,1.0,0.75
187,-0.4999999999999999,1.0,0.75
188,-0.4999999999999999,1.0,0.75
189,-0.4999999999999999,1.0,0.75
190,-0.4999999999999999,1.0,0.75
191,-0.4999999999999999,1.0,0.75
192,-0.4999999999999999,1.0,0.75
193,-0.4999999999999999,1.0,0.75
194,-0.4999999999999999,1.0,0.75
195,-0.4999999999999999,1.0,0.75
196,-0.4999999999999999,1.0,0.75
197,-0.4999999999999999,1.0,0.75
198,-0.4999999999999999,1.0,0.75
199,-0.4999999999999999,1.0,0.75
200,-0.4999999999999999,1.0,0.75
201,-0.4999999999999999,1.0,0.75
202,-0.4999999999999999,1.0,0.75
203,-0.4999999999999999,1.0,0.75
204,-0.4999999999999999,1.0,0.75
205,-0.4999999999999999,1.0,0.75
206,-0.4999999999999999,1.0,0.75
207,-0.4999999999999999,1.0,0.75
208,-0.4999999999999999,1.0,0.75
209,-0.4999999999999999,1.0,0.75
210,-0.4999999999999999,1.0,0.75
211,-0.4999999999999999,1.0,0.75
212,-0.4999999999999999,1.0,0.75
213,-0.4999999999999999,1.0,0.75
214,-0.4999999999999999,1.0,0.75
215,-0.4999999999999999,1.0,0.75
216,-0.4999999999999999,1.0,0.75
217,-0.4999999999999999,1.0,0.75
218,-0.4999999999999999,1.0,0.75
219,-0.4999999999999999,1.0,0.75
220,-0.4999999999999999,1.0,0.75
221,-0.4999999999999999,1.0,0.75
222,-0.4999999999999999,1.0,0.75
223,-0.4999999999999999,1.0,0.75
224,-0.4999999999999999,1.0,0.75
225,-0.4999999999999999,1.0,0.75
226,-0.4999999999999999,1.0,0.75
227,-0.4999999999999999,1.0,0.75
228,-0.4999999999999999,1.0,0.75
229,-0.4999999999999999,1.0,0.75
230,-0.4999999999999999,1.0,0.75
231,-0.4999999999999999,1.0,0.75
232,-0.4999999999999999,1.0,0.75
233,-0.4999999999999999,1.0,0.75
234,-0.4999999999999999,1.0,0.75
235,-0.4999999999999999,1.0,0.75
236,-0.4999999999999999,1.0,0.75
237,-0.4999999999999999,1.0,0.75
238,-0.4999999999999999,1.0,0.75
239,-0.4999999999999999,1.0,0.75
240,-0.4999999999999999,1.0,0.75
241,-0.4999999999999999,1.0,0.75
242,-0.4999999999999999,1.0,0.75
243,-0.4999999999999999,1.0,0.75
244,-0.4999999999999999,1.0,0.75
245,-0.4999999999999999,1.0,0.75
246,-0.4999999999999999,1.0,0.75
247,-0.4999999999999999,1.0,0.75
248,-0.4999999999999999,1.0,0.75
249,-0.4999999999999999,1.0,0.75
250,-0.4999999999999999,1.0,0.75
251,-0.4999999999999999,1.0,0.75
252,-0.4999999999999999,1.0,0.75
253,-0.4999999999999999,1.0,0.75
254,-0.4999999999999999,1.0,0.75
255,-0.4999999999999999,1.0,0.75
256,-0.4999999999999999,1.0,0.75
257,-0.4999999999999999,1.0,0.75
258,-0.4999999999999999,1.0,0.75
259,-0.4999999999999999,1.0,0.75
260,-0.4999999999999999,1.0,0.75
261,-0.4999999999999999,1.0,0.75
262,-0.4999999999999999,1.0,0.75
263,-0.4999999999999999,1.0,0.75
264,-0.4999999999999999,1.0,0.75
265,-0.4999999999999999,1.0,0.75
266,-0.4999999999999999,1.0,0.75
267,-0.4999999999999999,1.0,0.75
268,-0.4999999999999999,1.0,0.75
269,-0.4999999999999999,1.0,0.75
270,-0.4999999999999999,1.0,0.75
271,-0.4999999999999999,1.0,0.75
272,-0.4999999999999999,1.0,0.75
273,-0.4999999999999999,1.0,0.75
274,-0.4999999999999999,1.0,0.75
275,-0.4999999999999999,1.0,0.75
276,-0.4999999999999999,1.0,0.75
277,-0.4999999999999999,1.0,0.75
278,-0.4999999999999999,1.0,0.75
279,-0.4999999999999999,1.0,0.75
280,-0.4999999999999999,1.0,0.75
281,-0.4999999999999999,1.0,0.75
282,-0.4999999999999999,1.0,0.75
283,-0.4999999999999999,1.0,0.75
284,-0.4999999999999999,1.0,0.75
285,-0.4999999999999999,1.0,0.75
286,-0.4999999999999999,1.0,0.75
287,-0.4999999999999999,1.0,0.75
288,-0.4999999999999999,1.0,0.75
289,-0.4999999999999999,1.0,0.75
290,-0.4999999999999999,1.0,0.75
291,-0.4999999999999999,1.0,0.75
292,-0.4999999999999999,1.0,0.75
293,-0.4999999999999999,1.0,0.75
294,-0.4999999999999999,1.0,0.75
295,-0.4999999999999999,1.0,0.75
296,-0.4999999999999999,1.0,0.75
297,-0.4999999999999999,1.0,0.75
298,-0.4999999999999999,1.0,0.75
299,-0.4999999999999999,1.0,0.75
300,-0.4999999999999999,1.0,0.75
301,-0.4999999999999999,1.0,0.75
302,-0.4999999999999999,1.0,0.75
303,-0.4999999999999999,1.0,0.75
304,-0.4999999999999999,1.0,0.75
305,-0.4999999999999999,1.0,0.75
306,-0.4999999999999999,1.0,0.75
307,-0.4999999999999999,1.0,0.75
308,-0.4999999999999999,1.0,0.75
309,-0.4999999999999999,1.0,0.75
310,-0.4999999999999999,1.0,0.75
311,-0.4999999999999999,1.0,0.75
312,-0.4999999999999999,1.0,0.75
313,-0.4999999999999999,1.0,0.75
314,-0.4999999999999999,1.0,0.75
315,-0.4999999999999999,1.0,0.75
316,-0.4999999999999999,1.0,0.75
317,-0.4999999999999999,1.0,0.75
318,-0.4999999999999999,1.0,0.75
319,-0.4999999999999999,1.0,0.75
320,-0.4999999999999999,1.0,0.75
321,-0.4999999999999999,1.0,0.75
322,-0.4999999999999999,1.0,0.75
323,-0.4999999999999999,1.0,0.75
324,-0.4999999999999999,1.0,0.75
325,-0.4999999999999999,1.0,0.75
326,-0.4999999999999999,1.0,0.75
327,-0.4999999999999999,1.0,0.75
328,-0.4999999999999999,1.0,0.75
329,-0.4999999999999999,1.0,0.75
330,-0.4999999999999999,1.0,0.75
331,-0.4999999999999999,1.0,0.75
332,-0.4999999999999999,1.0,0.75
333,-0.4999999999999999,1.0,0.75
334,-0.4999999999999999,1.0,0.75
335,-0.4999999999999999,1.0,0.75
336,-0.4999999999999999,1.0,0.75
337,-0.4999999999999999,1.0,0.75
338,-0.4999999999999999,1.0,0.75
339,-0.4999999999999999,1.0,0.75
340,-0.4999999999999999,1.0,0.75
341,-0.4999999999999999,1.0,0.75
342,-0.4999999999999999,1.0,0.75
343,-0.4999999999999999,1.0,0.75
344,-0.4999999999999999,1.0,0.75
345,-0.4999999999999999,1.0,0.75
346,-0.4999999999999999,1.0,0.75
347,-0.4999999999999999,1.0,0.75
348,-0.4999999999999999,1.0,0.75
349,-0.4999999999999999,1.0,0.75
350,-0.4999999999999999,1.0,0.75
351,-0.4999999999999999,1.0,0.75
352,-0.4999999999999999,1.0,0.75
353,-0.4999999999999999,1.0,0.75
354,-0.4999999999999999,1.0,0.75
355,-0.4999999999999999,1.0,0.75
356,-0.4999999999999999,1.0,0.75
357,-0.4999999999999999,1.0,0.75
358,-0.4999999999999999,1.0,0.75
359,-0.4999999999999999,1.0,0.75
360,-0.4999999999999999,1.0,0.75
361,-0.4999999999999999,1.0,0.75
362,-0.4999999999999999,1.0,0.75
363,-0.4999999999999999,1.0,0.75
364,-0.4999999999999999,1.0,0.75
365,-0.4999999999999999,1.0,0.75
366,-0.4999999999999999,1.0,0.75
367,-0.4999999999999999,1.0,0.75
368,-0.4999999999999999,1.0,0.75
369,-0.4999999999999999,1.0,0.75
370,-0.4999999999999999,1.0,0.75
371,-0.4999999999999999,1.0,0.75
372,-0.4999999999999999,1.0,0.75
373,-0.4999999999999999,1.0,0.75
374,-0.4999999999999999,1.0,0.75
375,-0.4999999999999999,1.0,0.75
376,-0.4999999999999999,1.0,0.75
377,-0.4999999999999999,1.0,0.75
378,-0.4999999999999999,1.0,0.75
379,-0.4999999999999999,1.0,0.75
380,-0.4999999999999999,1.0,0.75
381,-0.4999999999999999,1.0,0.75
382,-0.4999999999999999,1.0,0.75
383,-0.4999999999999999,1.0,0.75
384,-0.4999999999999999,1.0,0.75
385,-0.4999999999999999,1.0,0.75
386,-0.4999999999999999,1.0,0.75
387,-0.4999999999999999,1.0,0.75
388,-0.4999999999999999,1.0,0.75
389,-0.4999999999999999,1.0,0.75
390,-0.4999999999999999,1.0,0.75
391,-0.4999999999999999,1.0,0.75
392,-0.4999999999999999,1.0,0.75
393,-0.4999999999999999,1.0,0.75
394,-0.4999999999999999,1.0,0.75
395,-0.4999999999999999,1.0,0.75
396,-0.4999999999999999,1.0,0.75
397,-0.4999999999999999,1.0,0.75
398,-0.4999999999999999,1.0,0.75
399,-0.4999999999999999,1.0,0.75
400,-0.4999999999999999,1.0,0.75
401,-0.4999999999999999,1.0,0.75
402,-0.4999999999999999,1.0,0.75
403,-0.4999999999999999,1.0,0.75
404,-0.4999999999999999,1.0,0.75
405,-0.4999999999999999,1.0,0.75
406,-0.4999999999999999,1.0,0.75
407,-0.4999999999999999,1.0,0.75
408,-0.4999999999999999,1.0,0.75
409,-0.4999999999999999,1.0,0.75
410,-0.4999999999999999,1.0,0.75
411,-0.4999999999999999,1.0,0.75
412,-0.4999999999999999,1.0,0.75
413,-0.4999999999999999,1.0,0.75
414,-0.4999999999999999,1.0,0.75
415,-0.4999999999999999,1.0,0.75
416,-0.4999999999999999,1.0,0.75
417,-0.4999999999999999,1.0,0.75
418,-0.4999999999999999,1.0,0.75
419,-0.4999999999999999,1.0,0.75
420,-0.4999999999999999,1.0,0.75
421,-0.4999999999999999,1.0,0.75
422,-0.4999999999999999,1.0,0.75
423,-0.4999999999999999,1.0,0.75
424,-0.4999999999999999,1.0,0.75
425,-0.4999999999999999,1.0,0.75
426,-0.4999999999999999,1.0,0.75
427,-0.4999999999999999,1.0,0.75
428,-0.4999999999999999,1.0,0.75
429,-0.4999999999999999,1.0,0.75
430,-0.4999999999999999,1.0,0.75
431,-0.4999999999999999,1.0,0.75
432,-0.4999999999999999,1.0,0.75
433,-0.4999999999999999,1.0,0.75
434,-0.4999999999999999,1.0,0.75
435,-0.4999999999999999,1.0,0.75
436,-0.4999999999999999,1.0,0.75
437,-0.4999999999999999,1.0,0.75
438,-0.4999999999999999,1.0,0.75
439,-0.4999999999999999,1.0,0.75
440,-0.4999999999999999,1.0,0.75
441,-0.4999999999999999,1.0,0.75
442,-0.4999999999999999,1.0,0.75
443,-0.4999999999999999,1.0,0.75
444,-0.4999999999999999,1.0,0.75
445,-0.4999999999999999,1.0,0.75
446,-0.4999999999999999,1.0,0.75
447,-0.4999999999999999,1.0,0.75
448,-0.4999999999999999,1.0,0.75
449,-0.4999999999999999,1.0,0.75
450,-0.4999999999999999,1.0,0.75
451,-0.4999999999999999,1.0,0.75
452,-0.4999999999999999,1.0,0.75
453,-0.4999999999999999,1.0,0.75
454,-0.4999999999999999,1.0,0.75
455,-0.4999999999999999,1.0,0.75
456,-0.4999999999999999,1.0,0.75
457,-0.4999999999999999,1.0,0.75
458,-0.4999999999999999,1.0,0.75
459,-0.4999999999999999,1.0,0.75
460,-0.4999999999999999,1.0,0.75
461,-0.4999999999999999,1.0,0.75
462,-0.4999999999999999,1.0,0.75
463,-0.4999999999999999,1.0,0.75
464,-0.4999999999999999,1.0,0.75
465,-0.4999999999999999,1.0,0.75
466,-0.4999999999999999,1.0,0.75
467,-0.4999999999999999,1.0,0.75
468,-0.4999999999999999,1.0,0.75
469,-0.4999999999999999,1.0,0.75
470,-0.4999999999999999,1.0,0.75
471,-0.4999999999999999,1.0,0.75
472,-0.4999999999999999,1.0,0.75
473,-0.4999999999999999,1.0,0.75
474,-0.4999999999999999,1.0,0.75
475,-0.4999999999999999,1.0,0.75
476,-0.4999999999999999,1.0,0.75
477,-0.4999999999999999,1.0,0.75
478,-0.4999999999999999,1.0,0.75
479,-0.4999999999999999,1.0,0.75
480,-0.4999999999999999,1.0,0.75
481,-0.4999999999999999,1.0,0.75
482,-0.4999999999999999,1.0,0.75
483,-0.4999999999999999,1.0,0.75
484,-0.4999999999999999,1.0,0.75
485,-0.4999999999999999,1.0,0.75
486,-0.4999999999999999,1.0,0.75
487,-0.4999999999999999,1.0,0.75
488,-0.4999999999999999,1.0,0.75
489,-0.4999999999999999,1.0,0.75
490,-0.4999999999999999,1.0,0.75
491,-0.4999999999999999,1.0,0.75
492,-0.4999999999999999,1.0,0.75
493,-0.4999999999999999,1.0,0.75
494,-0.4999999999999999,1.0,0.75
495,-0.4999999999999999,1.0,0.75
496,-0.4999999999999999,1.0,0.75
497,-0.4999999999999999,1.0,0.75
498,-0.4999999999999999,1.0,0.75
499,-0.4999999999999999,1.0,0.75
500,-0.4999999999999999,1.0,0.75
501,-0.4999999999999999,1.0,0.75
502,-0.4999999999999999,1.0,0.75
503,-0.4999999999999999,1.0,0.75
504,-0.4999999999999999,1.0,0.75
505,-0.4999999999999999,1.0,0.75
506,-0.4999999999999999,1.0,0.75
507,-0.4999999999999999,1.0,0.75
508,-0.4999999999999999,1.0,0.75
509,-0.4999999999999999,1.0,0.75
510,-0.4999999999999999,1.0,0.75
511,-0.4999999999999999,1.0,0.75
512,-0.4999999999999999,1.0,0.75
513,-0.4999999999999999,1.0,0.75
514,-0.4999999999999999,1.0,0.75
515,-0.4999999999999999,1.0,0.75
516,-0.4999999999999999,1.0,0.75
517,-0.4999999999999999,1.0,0.75
518,-0.4999999999999999,1.0,0.75
519,-0.4999999999999999,1.0,0.75
520,-0.4999999999999999,1.0,0.75
521,-0.4999999999999999,1.0,0.75
522,-0.4999999999999999,1.0,0.75
523,-0.4999999999999999,1.0,0.75
524,-0.4999999999999999,1.0,0.75
525,-0.4999999999999999,1.0,0.75
526,-0.4999999999999999,1.0,0.75
527,-0.4999999999999999,1.0,0.75
528,-0.4999999999999999,1.0,0.75
529,-0.4999999999999999,1.0,0.75
530,-0.4999999999999999,1.0,0.75
531,-0.4999999999999999,1.0,0.75
532,-0.4999999999999999,1.0,0.75
533,-0.4999999999999999,1.0,0.75
534,-0.4999999999999999,1.0,0.75
535,-0.4999999999999999,1.0,0.75
536,-0.4999999999999999,1.0,0.75
537,-0.4999999999999999,1.0,0.75
538,-0.4999999999999999,1.0,0.75
539,-0.4999999999999999,1.0,0.75
540,-0.4999999999999999,1.0,0.75
541,-0.4999999999999999,1.0,0.75
542,-0.4999999999999999,1.0,0.75
543,-0.4999999999999999,1.0,0.75
544,-0.4999999999999999,1.0,0.75
545,-0.4999999999999999,1.0,0.75
546,-0.4999999999999999,1.0,0.75
547,-0.4999999999999999,1.0,0.75
548,-0.4999999999999999,1.0,0.75
549,-0.4999999999999999,1.0,0.75
550,-0.4999999999999999,1.0,0.75
551,-0.4999999999999999,1.0,0.75
552,-0.4999999999999999,1.0,0.75
553,-0.4999999999999999,1.0,0.75
554,-0.4999999999999999,1.0,0.75
555,-0.4999999999999999,1.0,0.75
556,-0.4999999999999999,1.0,0.75
557,-0.4999999999999999,1.0,0.75
558,-0.4999999999999999,1.0,0.75
559,-0.4999999999999999,1.0,0.75
560,-0.4999999999999999,1.0,0.75
561,-0.4999999999999999,1.0,0.75
562,-0.4999999999999999,1.0,0.75
563,-0.4999999999999999,1.0,0.75
564,-0.4999999999999999,1.0,0.75
565,-0.4999999999999999,1.0,0.75
566,-0.4999999999999999,1.0,0.75
567,-0.4999999999999999,1.0,0.75
568,-0.4999999999999999,1.0,0.75
569,-0.4999999999999999,1.0,0.75
570,-0.4999999999999999,1.0,0.75
571,-0.4999999999999999,1.0,0.75
572,-0.4999999999999999,1.0,0.75
573,-0.4999999999999999,1.0,0.75
574,-0.4999999999999999,1.0,0.75
575,-0.4999999999999999,1.0,0.75
576,-0.4999999999999999,1.0,0.75
577,-0.4999999999999999,1.0,0.75
578,-0.4999999999999999,1.0,0.75
579,-0.4999999999999999,1.0,0.75
580,-0.4999999999999999,1.0,0.75
581,-0.4999999999999999,1.0,0.75
582,-0.4999999999999999,1.0,0.75
583,-0.4999999999999999,1.0,0.75
584,-0.4999999999999999,1.0,0.75
585,-0.4999999999999999,1.0,0.75
586,-0.4999999999999999,1.0,0.75
587,-0.4999999999999999,1.0,0.75
588,-0.4999999999999999,1.0,0.75
589,-0.4999999999999999,1.0,0.75
590,-0.4999999999999999,1.0,0.75
591,-0.4999999999999999,1.0,0.75
592,-0.4999999999999999,1.0,0.75
593,-0.4999999999999999,1.0,0.75
594,-0.4999999999999999,1.0,0.75
595,-0.4999999999999999,1.0,0.75
596,-0.4999999999999999,1.0,0.75
597,-0.4999999999999999,1.0,0.75
598,-0.4999999999999999,1.0,0.75
599,-0.4999999999999999,1.0,0.75
600,-0.4999999999999999,1.0,0.75
601,-0.4999999999999999,1.0,0.75
602,-0.4999999999999999,1.0,0.75
603,-0.4999999999999999,1.0,0.75
604,-0.4999999999999999,1.0,0.75
605,-0.4999999999999999,1.0,0.75
606,-0.4999999999999999,1.0,0.75
607,-0.4999999999999999,1.0,0.75
608,-0.4999999999999999,1.0,0.75
609,-0.4999999999999999,1.0,0.75
610,-0.4999999999999999,1.0,0.75
611,-0.4999999999999999,1.0,0.75
612,-0.4999999999999999,1.0,0.75
613,-0.4999999999999999,1.0,0.75
614,-0.4999999999999999,1.0,0.75
615,-0.4999999999999999,1.0,0.75
616,-0.4999999999999999,1.0,0.75
617,-0.4999999999999999,1.0,0.75
618,-0.4999999999999999,1.0,0.75
619,-0.4999999999999999,1.0,0.75
620,-0.4999999999999999,1.0,0.75
621,-0.4999999999999999,1.0,0.75
622,-0.4999999999999999,1.0,0.75
623,-0.4999999999999999,1.0,0.75
624,-0.4999999999999999,1.0,0.75
625,-0.4999999999999999,1.0,0.75
626,-0.4999999999999999,1.0,0.75
627,-0.4999999999999999,1.0,0.75
628,-0.4999999999999999,1.0,0.75
629,-0.4999999999999999,1.0,0.75
630,-0.4999999999999999,1.0,0.75
631,-0.4999999999999999,1.0,0.75
632,-0.4999999999999999,1.0,0.75
633,-0.4999999999999999,1.0,0.75
634,-0.4999999999999999,1.0,0.75
635,-0.4999999999999999,1.0,0.75
636,-0.4999999999999999,1.0,0.75
637,-0.4999999999999999,1.0,0.75
638,-0.4999999999999999,1.0,0.75
639,-0.4999999999999999,1.0,0.75
640,-0.4999999999999999,1.0,0.75
641,-0.4999999999999999,1.0,0.75
642,-0.4999999999999999,1.0,0.75
643,-0.4999999999999999,1.0,0.75
644,-0.4999999999999999,1.0,0.75
645,-0.4999999999999999,1.0,0.75
646,-0.4999999999999999,1.0,0.75
647,-0.4999999999999999,1.0,0.75
648,-0.4999999999999999,1.0,0.75
649,-0.4999999999999999,1.0,0.75
650,-0.4999999999999999,1.0,0.75
651,-0.4999999999999999,1.0,0.75
652,-0.4999999999999999,1.0,0.75
653,-0.4999999999999999,1.0,0.75
654,-0.4999999999999999,1.0,0.75
655,-0.4999999999999999,1.0,0.75
656,-0.4999999999999999,1.0,0.75
657,-0.4999999999999999,1.0,0.75
658,-0.4999999999999999,1.0,0.75
659,-0.4999999999999999,1.0,0.75
660,-0.4999999999999999,1.0,0.75
661,-0.4999999999999999,1.0,0.75
662,-0.4999999999999999,1.0,0.75
663,-0.4999999999999999,1.0,0.75
664,-0.4999999999999999,1.0,0.75
665,-0.4999999999999999,1.0,0.75
666,-0.4999999999999999,1.0,0.75
667,-0.4999999999999999,1.0,0.75
668,-0.4999999999999999,1.0,0.75
669,-0.4999999999999999,1.0,0.75
670,-0.4999999999999999,1.0,0.75
671,-0.4999999999999999,1.0,0.75
672,-0.4999999999999999,1.0,0.75
673,-0.4999999999999999,1.0,0.75
674,-0.4999999999999999,1.0,0.75
675,-0.4999999999999999,1.0,0.75
676,-0.4999999999999999,1.0,0.75
677,-0.4999999999999999,1.0,0.75
678,-0.4999999999999999,1.0,0.75
679,-0.4999999999999999,1.0,0.75
